REGIONAL,DISTRITO,POLITÉCNICO,SIGERD,FAMILIA PROFESIONAL,DENOMINACIÓN,MATRICULA
12 - HIGUEY,1203 - EL SEIBO,06770 - POLITECNICO SANTA CRUZ FE Y ALEGRIA,06770,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,47
12 - HIGUEY,1203 - EL SEIBO,06770 - POLITECNICO SANTA CRUZ FE Y ALEGRIA,06770,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,44
12 - HIGUEY,1203 - EL SEIBO,06770 - POLITECNICO SANTA CRUZ FE Y ALEGRIA,06770,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,161
12 - HIGUEY,1203 - EL SEIBO,06770 - POLITECNICO SANTA CRUZ FE Y ALEGRIA,06770,TURISMO Y HOSTELERÍA,Servicios Turísticos,77
12 - HIGUEY,1203 - EL SEIBO,14222 - POLITECNICO JUAN PABLO DUARTE DIEZ,14222,TURISMO Y HOSTELERÍA,Servicios Turísticos,64
12 - HIGUEY,1204 - MICHES,14641 - POLITECNICO EUGENIO MICHES JIMENEZ,14641,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,33
12 - HIGUEY,1204 - MICHES,14641 - POLITECNICO EUGENIO MICHES JIMENEZ,14641,TURISMO Y HOSTELERÍA,Servicios Turísticos,33
13 - MONTE CRISTI,1301 - MONTE CRISTI,07387 - INSTITUTO POLITECNICO SAN JOSE,07387,SALUD,Cuidados de Enfermería y Promoción de la Salud,48
13 - MONTE CRISTI,1301 - MONTE CRISTI,07387 - INSTITUTO POLITECNICO SAN JOSE,07387,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,32
13 - MONTE CRISTI,1301 - MONTE CRISTI,07387 - INSTITUTO POLITECNICO SAN JOSE,07387,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,35
13 - MONTE CRISTI,1301 - MONTE CRISTI,14352 - POLITECNICO OLGA MODESTA MARTINEZ,14352,SALUD,Cuidados de Enfermería y Promoción de la Salud,104
13 - MONTE CRISTI,1301 - MONTE CRISTI,14352 - POLITECNICO OLGA MODESTA MARTINEZ,14352,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,74
13 - MONTE CRISTI,1301 - MONTE CRISTI,14352 - POLITECNICO OLGA MODESTA MARTINEZ,14352,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,49
13 - MONTE CRISTI,1301 - MONTE CRISTI,14352 - POLITECNICO OLGA MODESTA MARTINEZ,14352,TURISMO Y HOSTELERÍA,Servicios Turísticos,74
13 - MONTE CRISTI,1303 - VILLA VASQUEZ,07422 - POLITECNICO FRANCISCO GREGORIO BILLINI,07422,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,52
13 - MONTE CRISTI,1303 - VILLA VASQUEZ,07422 - POLITECNICO FRANCISCO GREGORIO BILLINI,07422,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,144
13 - MONTE CRISTI,1304 - DAJABON,06526 - INSTITUTO TECNOLOGICO SAN IGNACIO DE LOYOLA (ITESIL),06526,AGRARIA,Agropecuaria,148
13 - MONTE CRISTI,1304 - DAJABON,06526 - INSTITUTO TECNOLOGICO SAN IGNACIO DE LOYOLA (ITESIL),06526,AGRARIA,Asistencia en Veterinaria,18
13 - MONTE CRISTI,1304 - DAJABON,06526 - INSTITUTO TECNOLOGICO SAN IGNACIO DE LOYOLA (ITESIL),06526,SALUD,Cuidados de Enfermería y Promoción de la Salud,121
13 - MONTE CRISTI,1304 - DAJABON,06526 - INSTITUTO TECNOLOGICO SAN IGNACIO DE LOYOLA (ITESIL),06526,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,80
13 - MONTE CRISTI,1304 - DAJABON,06526 - INSTITUTO TECNOLOGICO SAN IGNACIO DE LOYOLA (ITESIL),06526,INDUSTRÍAS ALIMENTARIAS Y QUÍMICAS,Industrias Alimentarias,23
13 - MONTE CRISTI,1304 - DAJABON,06526 - INSTITUTO TECNOLOGICO SAN IGNACIO DE LOYOLA (ITESIL),06526,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,31
"13 - MONTE CRISTI,1304 - DAJABON,06526 - INSTITUTO TECNOLOGICO SAN IGNACIO DE LOYOLA (ITESIL),06526,""FABRICACIÓN, INSTALACIÓN Y MANTENIMIENTO"",Mecanizado,37"
13 - MONTE CRISTI,1304 - DAJABON,06526 - INSTITUTO TECNOLOGICO SAN IGNACIO DE LOYOLA (ITESIL),06526,MADERA Y MUEBLE,Muebles y Estructuras de Madera,17
13 - MONTE CRISTI,1305 - LOMA DE CABRERA,06543 - POLITECNICO SIMON BOLIVAR,06543,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,76
13 - MONTE CRISTI,1306 - RESTAURACION,06738 - LICEO TECNICO RIO LIMPIO,06738,AGRARIA,Agropecuaria,55
14 - NAGUA,1401 - NAGUA,07319 - CENTRO DE EDUCACION INTEGRAL CARMEN ONEIDA CRUZ EDUARDO,07319,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,47
14 - NAGUA,1401 - NAGUA,07319 - CENTRO DE EDUCACION INTEGRAL CARMEN ONEIDA CRUZ EDUARDO,07319,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,40
14 - NAGUA,1401 - NAGUA,07337 - MIGUEL SANTIAGO YANGUELA GOMEZ,07337,AGRARIA,Agropecuaria,27
14 - NAGUA,1401 - NAGUA,07337 - MIGUEL SANTIAGO YANGUELA GOMEZ,07337,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,20
14 - NAGUA,1401 - NAGUA,15306 - POLITECNICO PROF. SAMUEL NOEL BRITO BRUNO,15306,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,69
14 - NAGUA,1401 - NAGUA,15306 - POLITECNICO PROF. SAMUEL NOEL BRITO BRUNO,15306,SALUD,Cuidados de Enfermería y Promoción de la Salud,21
14 - NAGUA,1401 - NAGUA,15306 - POLITECNICO PROF. SAMUEL NOEL BRITO BRUNO,15306,TURISMO Y HOSTELERÍA,Servicios Turísticos,70
14 - NAGUA,1402 - CABRERA,07352 - POLITECNICO SAN RAFAEL,07352,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,39
14 - NAGUA,1402 - CABRERA,07352 - POLITECNICO SAN RAFAEL,07352,TURISMO Y HOSTELERÍA,Servicios Turísticos,46
14 - NAGUA,1402 - CABRERA,07354 - POLITECNICO DOMINGO ANTONIO TEJADA,07354,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,63
14 - NAGUA,1402 - CABRERA,07354 - POLITECNICO DOMINGO ANTONIO TEJADA,07354,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,53
14 - NAGUA,1404 - SAMANA,07798 - POLITECNICO MANUELA MULLIX FERMIN,07798,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,49
14 - NAGUA,1404 - SAMANA,07798 - POLITECNICO MANUELA MULLIX FERMIN,07798,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,36
14 - NAGUA,1404 - SAMANA,07798 - POLITECNICO MANUELA MULLIX FERMIN,07798,TURISMO Y HOSTELERÍA,Servicios Turísticos,63
14 - NAGUA,1404 - SAMANA,07803 - POLITECNICO ALFREDO PEÑA CASTILLO,07803,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,49
14 - NAGUA,1404 - SAMANA,07803 - POLITECNICO ALFREDO PEÑA CASTILLO,07803,TURISMO Y HOSTELERÍA,Servicios Turísticos,52
14 - NAGUA,1404 - SAMANA,14047 - POLITECNICO PROF. NATIVIDAD ZULEICA DE ACOSTA,14047,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,77
14 - NAGUA,1404 - SAMANA,14047 - POLITECNICO PROF. NATIVIDAD ZULEICA DE ACOSTA,14047,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,66
14 - NAGUA,1404 - SAMANA,14047 - POLITECNICO PROF. NATIVIDAD ZULEICA DE ACOSTA,14047,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,60
14 - NAGUA,1404 - SAMANA,14047 - POLITECNICO PROF. NATIVIDAD ZULEICA DE ACOSTA,14047,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,85
14 - NAGUA,1404 - SAMANA,14047 - POLITECNICO PROF. NATIVIDAD ZULEICA DE ACOSTA,14047,TURISMO Y HOSTELERÍA,Servicios Turísticos,96
14 - NAGUA,1405 - SANCHEZ,07809 - POLITECNICO FRANCISCO DEL ROSARIO SANCHEZ,07809,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,84
14 - NAGUA,1405 - SANCHEZ,07809 - POLITECNICO FRANCISCO DEL ROSARIO SANCHEZ,07809,TURISMO Y HOSTELERÍA,Servicios Turísticos,141
14 - NAGUA,1405 - SANCHEZ,07814 - POLITECNICO PROF. GLORIA MARIA CALCAÑO CALCAÑO,07814,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,93
14 - NAGUA,1405 - SANCHEZ,07814 - POLITECNICO PROF. GLORIA MARIA CALCAÑO CALCAÑO,07814,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,35
14 - NAGUA,1405 - SANCHEZ,07825 - POLITECNICO JOSE LUIS HILARIO BONE,07825,AGRARIA,Agropecuaria,54
14 - NAGUA,1405 - SANCHEZ,07825 - POLITECNICO JOSE LUIS HILARIO BONE,07825,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,79
14 - NAGUA,1406 - EL FACTOR,07357 - POLITECNICO PROF. MANUEL SALOME TAVERAS DUARTE,07357,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,54
14 - NAGUA,1406 - EL FACTOR,07357 - POLITECNICO PROF. MANUEL SALOME TAVERAS DUARTE,07357,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,80
14 - NAGUA,1406 - EL FACTOR,07357 - POLITECNICO PROF. MANUEL SALOME TAVERAS DUARTE,07357,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,86
14 - NAGUA,1407 - LAS TERRENAS,13364 - POLITECNICO SANTO ESTEBAN RIVERA,13364,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,52
14 - NAGUA,1407 - LAS TERRENAS,13364 - POLITECNICO SANTO ESTEBAN RIVERA,13364,AUDIOVISUALES Y GRÁFICAS,Multimedia y Gráfica,77
14 - NAGUA,1407 - LAS TERRENAS,13364 - POLITECNICO SANTO ESTEBAN RIVERA,13364,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,72
14 - NAGUA,1407 - LAS TERRENAS,13364 - POLITECNICO SANTO ESTEBAN RIVERA,13364,TURISMO Y HOSTELERÍA,Servicios Turísticos,81
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,04962 - TECNICO LA REDENCION DE PANTOJA,04962,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,69
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,04962 - TECNICO LA REDENCION DE PANTOJA,04962,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,64
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,05799 - POLITECNICO SAN JOSE FE Y ALEGRIA,05799,SALUD,Cuidados de Enfermería y Promoción de la Salud,69
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,05799 - POLITECNICO SAN JOSE FE Y ALEGRIA,05799,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,74
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,05799 - POLITECNICO SAN JOSE FE Y ALEGRIA,05799,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,76
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,05799 - POLITECNICO SAN JOSE FE Y ALEGRIA,05799,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,55
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,05799 - POLITECNICO SAN JOSE FE Y ALEGRIA,05799,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,73
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,05873 - POLITECNICO MAX HENRIQUEZ UREÑA - LA UNION,05873,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,187
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,05873 - POLITECNICO MAX HENRIQUEZ UREÑA - LA UNION,05873,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,141
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,05873 - POLITECNICO MAX HENRIQUEZ UREÑA - LA UNION,05873,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,130
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,05873 - POLITECNICO MAX HENRIQUEZ UREÑA - LA UNION,05873,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,127
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,05873 - POLITECNICO MAX HENRIQUEZ UREÑA - LA UNION,05873,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,147
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,05873 - POLITECNICO MAX HENRIQUEZ UREÑA - LA UNION,05873,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,106
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,09283 - INTEGRAL HERMANAS MIRABAL,09283,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,220
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,12965 - POLITECNICO PROF. VIRGILIO CASILLA MINAYA,12965,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,88
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,12965 - POLITECNICO PROF. VIRGILIO CASILLA MINAYA,12965,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,120
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,12965 - POLITECNICO PROF. VIRGILIO CASILLA MINAYA,12965,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,120
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,13400 - POLITECNICO FEDERICO HENRIQUEZ Y CARVAJAL,13400,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,97
15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,13400 - POLITECNICO FEDERICO HENRIQUEZ Y CARVAJAL,13400,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,69
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05220 - COLEGIO CATOLICO SANTIAGO APOSTOL,05220,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,113
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05277 - POLITECNICO MARIA INMACULADA (FMA SALESIANAS),05277,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,70
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05277 - POLITECNICO MARIA INMACULADA (FMA SALESIANAS),05277,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,57
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05277 - POLITECNICO MARIA INMACULADA (FMA SALESIANAS),05277,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,59
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05300 - POLITECNICO NUESTRA SEÑORA DEL CARMEN,05300,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,95
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05300 - POLITECNICO NUESTRA SEÑORA DEL CARMEN,05300,SALUD,Cuidados de Enfermería y Promoción de la Salud,99
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05300 - POLITECNICO NUESTRA SEÑORA DEL CARMEN,05300,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,93
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05300 - POLITECNICO NUESTRA SEÑORA DEL CARMEN,05300,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,92
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05300 - POLITECNICO NUESTRA SEÑORA DEL CARMEN,05300,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,68
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05300 - POLITECNICO NUESTRA SEÑORA DEL CARMEN,05300,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,90
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05300 - POLITECNICO NUESTRA SEÑORA DEL CARMEN,05300,TURISMO Y HOSTELERÍA,Servicios Turísticos,93
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05304 - POLITECNICO SAN JUAN BAUTISTA DE LA SALLE,05304,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,73
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05304 - POLITECNICO SAN JUAN BAUTISTA DE LA SALLE,05304,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,61
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05304 - POLITECNICO SAN JUAN BAUTISTA DE LA SALLE,05304,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,48
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05344 - INSTITUTO TECNICO SALESIANO - ITESA,05344,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,80
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05344 - INSTITUTO TECNICO SALESIANO - ITESA,05344,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,78
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05344 - INSTITUTO TECNICO SALESIANO - ITESA,05344,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,61
"15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05344 - INSTITUTO TECNICO SALESIANO - ITESA,05344,""FABRICACIÓN, INSTALACIÓN Y MANTENIMIENTO"",Mecanizado,68"
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05344 - INSTITUTO TECNICO SALESIANO - ITESA,05344,AUDIOVISUALES Y GRÁFICAS,Multimedia y Gráfica,184
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05344 - INSTITUTO TECNICO SALESIANO - ITESA,05344,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,78
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05399 - POLITECNICO DOMINGO SAVIO FE Y ALEGRIA,05399,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,76
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05399 - POLITECNICO DOMINGO SAVIO FE Y ALEGRIA,05399,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,148
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05399 - POLITECNICO DOMINGO SAVIO FE Y ALEGRIA,05399,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,79
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05407 - INSTITUTO POLITECNICO PARROQUIAL SANTA ANA,05407,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,90
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05407 - INSTITUTO POLITECNICO PARROQUIAL SANTA ANA,05407,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,6
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05407 - INSTITUTO POLITECNICO PARROQUIAL SANTA ANA,05407,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,76
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05407 - INSTITUTO POLITECNICO PARROQUIAL SANTA ANA,05407,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,50
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05407 - INSTITUTO POLITECNICO PARROQUIAL SANTA ANA,05407,AUDIOVISUALES Y GRÁFICAS,Procesos Gráficos,72
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05407 - INSTITUTO POLITECNICO PARROQUIAL SANTA ANA,05407,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,49
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05407 - INSTITUTO POLITECNICO PARROQUIAL SANTA ANA,05407,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,20
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05589 - INSTITUTO POLITECNICO CARDENAL SANCHA,05589,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,90
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05589 - INSTITUTO POLITECNICO CARDENAL SANCHA,05589,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,75
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05589 - INSTITUTO POLITECNICO CARDENAL SANCHA,05589,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,84
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05589 - INSTITUTO POLITECNICO CARDENAL SANCHA,05589,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,56
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05589 - INSTITUTO POLITECNICO CARDENAL SANCHA,05589,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,91
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05589 - INSTITUTO POLITECNICO CARDENAL SANCHA,05589,TURISMO Y HOSTELERÍA,Servicios de Alojamiento,29
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,05589 - INSTITUTO POLITECNICO CARDENAL SANCHA,05589,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,61
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,06309 - POLITECNICO HERMANA ROSARIO TORRES FE Y ALEGRIA,06309,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,60
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,06309 - POLITECNICO HERMANA ROSARIO TORRES FE Y ALEGRIA,06309,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,59
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,06309 - POLITECNICO HERMANA ROSARIO TORRES FE Y ALEGRIA,06309,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,54
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,06309 - POLITECNICO HERMANA ROSARIO TORRES FE Y ALEGRIA,06309,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,60
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,06313 - POLITECNICO MANUEL AURELIO TAVAREZ JUSTO (MANOLO),06313,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,107
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,06313 - POLITECNICO MANUEL AURELIO TAVAREZ JUSTO (MANOLO),06313,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,139
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,06319 - POLITECNICO SANTA CLARA DE ASIS,06319,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,39
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,06319 - POLITECNICO SANTA CLARA DE ASIS,06319,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,41
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,06319 - POLITECNICO SANTA CLARA DE ASIS,06319,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,37
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,06319 - POLITECNICO SANTA CLARA DE ASIS,06319,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,35
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,16384 - POLITECNICO SALESIANO SAGRADO CORAZON DE JESUS,16384,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,85
15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,16384 - POLITECNICO SALESIANO SAGRADO CORAZON DE JESUS,16384,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,77
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05023 - COLEGIO SABIDURIA Y BALUARTE (COSABA),05023,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,41
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05023 - COLEGIO SABIDURIA Y BALUARTE (COSABA),05023,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,35
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05023 - COLEGIO SABIDURIA Y BALUARTE (COSABA),05023,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,51
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05025 - FERNANDO ARTURO DE MERINO,05025,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,100
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05025 - FERNANDO ARTURO DE MERINO,05025,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,34
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05025 - FERNANDO ARTURO DE MERINO,05025,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,74
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05025 - FERNANDO ARTURO DE MERINO,05025,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,68
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05075 - PSICOLOGIA INDUSTRIAL DOMINICANA,05075,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,79
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05084 - INSTITUTO SAN JUAN BAUTISTA,05084,AUDIOVISUALES Y GRÁFICAS,Producción y Realización de Audiovisuales y Espectáculos,111
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05096 - POLITECNICO ESCUELA HOGAR PROF. MERCEDES AMIAMA BLANDINO,05096,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,68
